,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[7, 100, 500, 32, 0.0, None]",9.224647626892423,4.950157070557798,4.794975973472822,6.032900885720221,5.143793213895688,4.400564218238699,6.012406238609977,5.960105507960042,3.9724274666023787,4.344121244744222,5.21965466727264,4.1494688774253605,15.0756332947668,12.491083856228022,5.10141668651686,3.963836511914748,4.718382157899917,4.241084902175496,4.200586623141538,4.054057107185383,4.258487976809705,5.150313965939738,3.7987074962772467,4.298493791306598,4.949597182404484,6.188373542543371,4.522186264365848,4.844704810756703,4.148285311621096,9.369730371200866,3.87270853524065,4.915921731324235,3.99226155371018,12.35746740770219,5.1287307186261675,4.55652132626192,17.89955000498223,4.145088064917074,4.366244465070613,4.186416257995027,4.215198293345365,5.785844286714552,4.190878117574204,5.8570639973824425,5.010241319703577,4.43299206923643,4.6807454589795645,4.212450311294137,4.406622255441058,12.304444442043849
