,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[7, 100, 500, 32, 0.0, None]",4.294969392785115,4.540301523152683,4.814167278849491,6.358642235981285,5.976243672562046,5.169711579591468,10.957241530959033,4.3498330095181075,4.083774205496015,4.663385441134263,5.4460373427518345,6.641057832860989,6.996058307943447,4.466712113524056,6.347034825351027,5.096991882293805,16.850752073987213,4.669202161185729,6.498222401446577,4.2399377073354465,5.38424048009423,5.897111230756964,6.030169612593051,4.929640296673769,3.8574203916136387,5.5947428413589755,3.828485215035843,4.012464890371,3.933150901981925,4.997445216754057,5.0288514289991,4.281346675031893,3.8244797147057534,5.917488506710493,3.9623783658489695,4.917231424945811,6.536796295628836,5.227974237706891,4.08787709401129,5.798069586629371,7.797472852517166,4.839594085633245,4.925859660916848,4.577374601870553,4.139100222273485,4.109396118573943,5.078323313435376,4.4811838738365575,5.153608165549981,4.20401184482521
