,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[7, 50, 500, 16, 0.0, None]",47.67250235165708,49.40179751442502,54.42839063422002,50.11811488327474,66.43699655853469,48.28900119818953,49.33853726820065,52.42480431457875,52.79422760823384,53.5359610084077,53.749411788205876,48.31636566843837,52.0805392479703,51.36340111995481,48.65027861559479,49.70574055912707,52.53821386396405,50.343395987271755,51.11837136123372,52.00841512813695,50.544324703824316,55.139754969758435,49.748167071291434,54.172810148403784,56.508008541240194,56.766605586080495,52.75883229152845,46.650572117673434,50.22129252275622,51.197526967404634,50.46722375788195,48.93458893401093,49.674708455674406,50.35809269620922,50.01461456336413,52.20617882417631,57.30499584528495,50.49721285238795,51.66845411264619,51.553396450155205,50.12024846946217,52.21411652842313,50.268051017768734,61.128211188656586,49.89617883274605,50.03497312037101,53.81287655936774,45.21130267586234,57.10060637197187,47.34174913263662
