,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[7, 100, 500, 16, 0.0, None]",26.162952070344744,23.544671637124186,26.35865486938659,28.221369185617792,32.79180709117275,53.775958938596574,29.317596838332435,24.482624977343626,27.076109813934682,23.767223658016018,25.19138050713912,28.3736082567553,20.716004985248198,34.6994630271853,22.89065433018599,36.391592744216865,25.368930635751333,38.20464273570033,36.59872504343133,21.748912564859566,22.23178211998464,22.315207950171,30.137088107344475,35.60142277649781,21.024174898810685,26.02756154465757,44.3757716152104,22.75585727955209,26.983082310162995,31.98979691923026,24.00687310031624,21.706328647865366,28.217082332366726,24.888392231542273,17.648908699165634,24.28977363063196,28.188331473324205,24.172872373573284,22.691551162065256,22.48641964839035,21.022702252797227,35.92126841321256,22.109314956853098,61.107313472002886,27.403139744764538,32.79280472896741,28.789321148770274,25.393027530563753,23.870721403678424,26.526719927597295
