,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[7, 100, 500, 16, 0.0, 'MinMax']",135.68813493807716,91.9180953408711,92.0272826546422,119.93571902676123,75.6105976444175,106.31671799057516,137.54029523066094,89.19617367672463,118.42557903386779,92.09710986926275,126.85328261036533,112.2303939165471,161.10151428172554,118.91006827594701,115.57650487911721,91.11281694142333,120.96547432933627,87.95427204955449,87.19439978567667,102.57820726482811,98.54658034469048,106.3343838625544,101.18325885436242,111.28038267412485,108.89699211365041,113.064078949545,115.2956004081131,147.6570884358029,138.8116021415586,95.8821867241827,99.10685793861583,123.76619841152218,115.46148587368889,97.14226616367873,76.72475134274451,126.56979103290317,107.57354508472912,136.77618393602094,112.50316188275032,137.8347103239676,118.2232171950892,109.04438736277314,105.44513642025187,99.38056972317301,99.52649817802902,127.15899839818024,141.52436715471438,121.83979525077007,146.73240982043808,109.49338442949072
